,Topic,question,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link,answers
330,SRM-Institute-of-Science-and-Technology-1,"What do you think about doing engineering from a reputed private college like SRM, Manipal, VIT or KIIT?",2,1,2/1,No,Followed,2020-03-13,https://www.quora.com/What-do-you-think-about-doing-engineering-from-a-reputed-private-college-like-SRM-Manipal-VIT-or-KIIT,"See first of all college matters I agree. All of the colleges mentioned above are reputed at national level. But whether its IIT or NIT or above college or any other sort of college , SKILLS MATTERS A LOT. So,if you get into IIT’s or NIT’s , best one continue to hard work. But if you got tier 3 college or above college, don’t disappoint you still have 4 years to prove yourself. ALL THE BEST HAPPY ENGINEERING !!! "
331,SRM-Institute-of-Science-and-Technology-1,How is Abode to stay for SRM students?,1,1,1/1,No,Followed,2020-03-09,https://www.quora.com/How-is-Abode-to-stay-for-SRM-students,"If your parents are never gonna visit then abode is fine(bahut maal sutta dikh jayega).Also you should avoid getting out after 7 pm on foot due to safety reasons (not kidding,foks get mugged regularly) "
332,SRM-Institute-of-Science-and-Technology-1,"Which is the best college, SRM Vadapalani or Panimalar Engineering College?",1,1,1/1,No,Followed,2020-03-08,https://www.quora.com/Which-is-the-best-college-SRM-Vadapalani-or-Panimalar-Engineering-College,SRM University has 3 campus in Chennai If we compared these 3 campus to panimalar college Srm University ktr >>>>Panimalar Srm University rmp>= Panimalar Srm University vdp<Panimalar 
333,SRM-Institute-of-Science-and-Technology-1,Should I drop a year for IIT or join any good engineering college (like VIT or SRM)?,1,1,1/1,No,Followed,2020-03-05,https://www.quora.com/Should-I-drop-a-year-for-IIT-or-join-any-good-engineering-college-like-VIT-or-SRM,See if u ask from my side then give one chance. As IIT itself says for a second chance as everyone is not capable of cracking it in first attempt but going away during the first attempt can be a risky thought for the upcoming time. Since if you got VIT Or SRM main campus with CS branch only then only I would advise you to not drop for a year for IIT. 
334,SRM-Institute-of-Science-and-Technology-1,Should I apply for Manipal Institute or SRM or both as I want to take up Computer Science?,1,3,1/3,No,Followed,2020-03-04,https://www.quora.com/Should-I-apply-for-Manipal-Institute-or-SRM-or-both-as-I-want-to-take-up-Computer-Science,Manipal is a tad bit costlier but worthwhile compared to SRM cause Manipal has an intake of around 250 for CSE while SRM is 2k+ but a lot depends on you as to what you make of the opportunities given to you but CSE in SRM is not seen as highly by students of college but you get a lot of free time which can be used to pursue your interests. 
335,SRM-Institute-of-Science-and-Technology-1,Should I apply for Manipal Institute or SRM or both as I want to take up Computer Science?,1,3,1/3,No,Followed,2020-03-04,https://www.quora.com/Should-I-apply-for-Manipal-Institute-or-SRM-or-both-as-I-want-to-take-up-Computer-Science,"I would suggest you to apply for both. If you get CS in Manipal well and good, if you don't get CS, try for IT and CCE(they are similar branches of CS). If you don't get CS, IT Or CCE in Manipal, then go for CS in SRM. "
336,SRM-Institute-of-Science-and-Technology-1,"Why are suicides continuing in SRMIST, as it is the fifth suicide in three months?",0,1,0/1,No,Requested,2020-03-04,https://www.quora.com/Why-are-suicides-continuing-in-SRMIST-as-it-is-the-fifth-suicide-in-three-months,"Suicides are common at SRMIST. One most important thing is they are not for any academic reasons. It is because of drugs, harassment by staff for money, alcohol and rivalry for girls. It is filled with filth minded people. It is headed by a criminal who went to jail for defrauding to the tune of 100 crores. The VC is a master masturbatory expert who is insensitive to anything but sex. The staff are parasites. 20-year-old Biotech student found hanging in SRM ladies hostel . Choudary, Rana and deaths for students. Some list of deaths. 19-year-old BTech student found hanging in her hostel room in Chennai's SRM college Still want to join this death trap? srm_suicides "
337,SRM-Institute-of-Science-and-Technology-1,I have a doubt that I had kept an application for SRM University in that we had chosen 3 boxes. What course and campus do we keep that only may come or not?,2,3,2/3,No,Followed,2020-03-02,https://www.quora.com/I-have-a-doubt-that-I-had-kept-an-application-for-SRM-University-in-that-we-had-chosen-3-boxes-What-course-and-campus-do-we-keep-that-only-may-come-or-not,"I don't understand your question at all but with respect to campuses,the actual placement only happens in the main campus i.e. KTR & all other folks need to vome here only and there's Even a more rigid streamlining process at ither campuses. "
338,SRM-Institute-of-Science-and-Technology-1,I have a doubt that I had kept an application for SRM University in that we had chosen 3 boxes. What course and campus do we keep that only may come or not?,2,3,2/3,No,Followed,2020-03-02,https://www.quora.com/I-have-a-doubt-that-I-had-kept-an-application-for-SRM-University-in-that-we-had-chosen-3-boxes-What-course-and-campus-do-we-keep-that-only-may-come-or-not,"Start from choosing the main branch to the lower wise i.e, you should have a priority of : SRM KTRSRM CHENNAISRM AMRAVATIAnd branch should be your point of interest like cse , it , me , ec ,etc. "
339,SRM-Institute-of-Science-and-Technology-1,"Which college is the best for engineering, Thapar, LPU, VIT, Bharatiya Vidyapeeth Pune, or SRM and why?",2,4,2/4,No,Followed,2020-02-27,https://www.quora.com/Which-college-is-the-best-for-engineering-Thapar-LPU-VIT-Bharatiya-Vidyapeeth-Pune-or-SRM-and-why,"To be subtle see now the market demand is Computer Science and IT. So if your choice is IT you can blindly take VIT and SRM. However, if you want core branches and circuit branches none of them are good and finally you will get placed in IT company. So, if your plan is core branches then go to IIT or NIT or BITS campuses. Take decision wisely…it's matter of 4 years don't repent afterwards. Now Machine Learning, Data Science, Software Development are hot topics in the market and plenty of jobs are available. If you have interest in coding then definitely take CS or IT in VIT, SRM, Thapar else dro Continue ReadingTo be subtle see now the market demand is Computer Science and IT. So if your choice is IT you can blindly take VIT and SRM. However, if you want core branches and circuit branches none of them are good and finally you will get placed in IT company. So, if your plan is core branches then go to IIT or NIT or BITS campuses. Take decision wisely…it's matter of 4 years don't repent afterwards. Now Machine Learning, Data Science, Software Development are hot topics in the market and plenty of jobs are available. If you have interest in coding then definitely take CS or IT in VIT, SRM, Thapar else drop the idea of taking other branches in these colleges. "
340,SRM-Institute-of-Science-and-Technology-1,"Which college is the best for engineering, Thapar, LPU, VIT, Bharatiya Vidyapeeth Pune, or SRM and why?",2,4,2/4,No,Followed,2020-02-27,https://www.quora.com/Which-college-is-the-best-for-engineering-Thapar-LPU-VIT-Bharatiya-Vidyapeeth-Pune-or-SRM-and-why,"FIRST, I never explain against any college….but I can give you a very positive priority order… if you are getting then best for you and your future 1.VIT VELLORE VIT best for CSE/IT ECE EEE 2.SRM SRM best for CSE/IT ECE EEE 3.Thapar 4.Bharatiya Vidyapath 5.LPU LPU for very lower budget good… Thanks for your time UPVOTE IF YOU FOUND EFFECTIVE "
341,SRM-Institute-of-Science-and-Technology-1,Is there any Pokemon Go WhatsApp group or any group of Pokemon Go players in the SRM KTR campus?,1,1,1/1,No,Followed,2020-02-26,https://www.quora.com/Is-there-any-Pokemon-Go-WhatsApp-group-or-any-group-of-Pokemon-Go-players-in-the-SRM-KTR-campus,"I’m sure there is. I’m not part of one, neither do I play Pokémon Go anymore, but when I visit my mother, I stay at my uncles apartment (he lives in downtown Plano, Tx) and there is a park called Haggard Park, and there are people constantly out there playing. "
342,SRM-Institute-of-Science-and-Technology-1,How is unemployment a myth as claimed by SRM University?,3,1,3/1,No,Followed,2020-02-25,https://www.quora.com/How-is-unemployment-a-myth-as-claimed-by-SRM-University,"I am doing my Bachelor’s in SRM and I’m in my final year now. I believe I can answer your question. Unemployment is not a myth here. It’s just a promotional pickup line used by the college. But it’s not their fault either. Let me give you a clear insight into what’s going on here. I’m doing my Bachelor’s in Mechanical engineering at Ramapuram campus. There are around 200 students who registered for placements (by paying a fee of 6k) in our department. Out of that, only 2 students got offers from core companies. One guy got placed in a company called Amphisoft Solutions and the other got an offer from Capgemini’s core profile. I would not blame it on the institution but on the economic state that our country’s in right now. The placed percentage in our department is less than 50%. A handful of us got offers from day-one companies (TCS, CTS, Infosys and Wipro). The rest who got placed are placed in sales profiles like byju’s etc. But that’s not the matter at all with CSE and IT departments. I think it’s safe to say that all students with skills (almost 90%) got placed with a decent if not great package. I heard that around 150+ companies visited to recruit from these departments. According to me, if I were to rate placements here it would be something like this: CSE/IT - 4.5/5 EEE/ECE - 3/5 Mech/Automobile/Civil - 1/5 But the placement authorities are trying their best to achieve 100% placements, so I would like to take a moment to credit them from their work. Hope this helps. "
343,SRM-Institute-of-Science-and-Technology-1,What is the craziest incident that took place in the SRM Ramapuram campus?,3,2,3/2,No,Followed,2020-02-23,https://www.quora.com/What-is-the-craziest-incident-that-took-place-in-the-SRM-Ramapuram-campus,One of the most craziest incident thing happened with me was when I was celebrating my frnd birthday so at that night near the campus we thought that after celebrating we should now have roam in the college area. So by walking we have crossed over the basketball ground then some security guards run over us shouting like we were thieves nd all. They told that r u drunk or u have come from outside college means r u totally dumb or what if we have come also then it means there is a hole in your security nd after that they called some other chief security guard to have our check up nd then they let  Continue ReadingOne of the most craziest incident thing happened with me was when I was celebrating my frnd birthday so at that night near the campus we thought that after celebrating we should now have roam in the college area. So by walking we have crossed over the basketball ground then some security guards run over us shouting like we were thieves nd all. They told that r u drunk or u have come from outside college means r u totally dumb or what if we have come also then it means there is a hole in your security nd after that they called some other chief security guard to have our check up nd then they let us go. PS: Not so crazy but still it is. 
344,SRM-Institute-of-Science-and-Technology-1,What is the craziest incident that took place in the SRM Ramapuram campus?,3,2,3/2,No,Followed,2020-02-23,https://www.quora.com/What-is-the-craziest-incident-that-took-place-in-the-SRM-Ramapuram-campus,"I call myself the luckiest guy in the world. You won't believe what happened. I still can't believe it really took place. It happened to me on 31st February. I went to the BMS Block and actually got space in the lift. Crazy stuff. Craziness doesn't end here. I went to fill my bottle and I swear I'm not kidding, water was cool and not above boiling point. PS: it's sarcasm, SRM RMP sucks! "
345,SRM-Institute-of-Science-and-Technology-1,SRM Ramapuram is spread in how much acre?,1,1,1/1,No,Followed,2020-02-22,https://www.quora.com/SRM-Ramapuram-is-spread-in-how-much-acre,"SRM Ramapuram campus is spread over 35 acres.  Source : [1] Total area 142,476.04 Sq.m Infrastructure and physical assets  Source : [2] All units in Sq.m Disclaimer : All information are scrapped from the internet and the campus is still spreading therefore I am not liable for its authenticity. Footnotes[1] SRM Institute Of Science And Technology[2] Building Details"
346,SRM-Institute-of-Science-and-Technology-1,"If there are no hostels available, then where do students stay (main campus)?",0,2,0/2,No,Requested,2020-02-22,https://www.quora.com/If-there-are-no-hostels-available-then-where-do-students-stay-main-campus,"Hostels are always available ! But you can stay outside the college as well ,maybe in an apartment or pg or estancia or maybe safa , you can stay anywhere .There are so many apartments available outside the college. "
347,SRM-Institute-of-Science-and-Technology-1,"If there are no hostels available, then where do students stay (main campus)?",0,2,0/2,No,Requested,2020-02-22,https://www.quora.com/If-there-are-no-hostels-available-then-where-do-students-stay-main-campus,"U Can stay in Some PGs or In Apartments like Estancia, Abode Valley, Akshay or VGN.. "
348,SRM-Institute-of-Science-and-Technology-1,"Is Dhwani, the cultural fest of CET Trivandrum, underrated?",1,1,1/1,No,Followed,2020-02-19,https://www.quora.com/Is-Dhwani-the-cultural-fest-of-CET-Trivandrum-underrated,"Actually, it is quite overrated compared to tier 1 colleges. The only positive is that they dont allow home participation "
349,SRM-Institute-of-Science-and-Technology-1,Will it be fine to join any of the Balaji campuses after not getting the main BIMM campus or should I join Fortune Delhi?,1,2,1/2,No,Followed,2020-02-19,https://www.quora.com/Will-it-be-fine-to-join-any-of-the-Balaji-campuses-after-not-getting-the-main-BIMM-campus-or-should-I-join-Fortune-Delhi,Join any campus of Balaji Pune because quality of academic they deliver is unmatchable. You will also have an advantage of placement whether you join main campus of Balaji Pune for last campus of Balaji Pune when you compared it with Fortune New Delhi. Also if you talk about overall environment of Management Studies you will find Balaji Pune on better side. And very precisely mentioning Balaji is is incomparable with any MAT accepting colleges of Delhi NCR except Bimtech which accepts mat score for Retail and Sustainable Development specialisations. 
350,SRM-Institute-of-Science-and-Technology-1,Will it be fine to join any of the Balaji campuses after not getting the main BIMM campus or should I join Fortune Delhi?,1,2,1/2,No,Followed,2020-02-19,https://www.quora.com/Will-it-be-fine-to-join-any-of-the-Balaji-campuses-after-not-getting-the-main-BIMM-campus-or-should-I-join-Fortune-Delhi,Neither . None of these programs will offer you the learning curriculum opportunity and placement salaries that soil does the current batch placement average ctc is 11 lacs and highest 18 lacs . institute you have mentioned cannot even come close more information here SOIL Institute of Management - Top B School for Leadership 
351,SRM-Institute-of-Science-and-Technology-1,"Do the students of Amity/SRM/VIT/LPU know that they can earn more bank interest for life time, on the fee paid to such colleges, than getting a job after graduating from the colleges?",5,1,5/1,Yes,Followed,2020-05-27,https://www.quora.com/Do-the-students-of-Amity-SRM-VIT-LPU-know-that-they-can-earn-more-bank-interest-for-life-time-on-the-fee-paid-to-such-colleges-than-getting-a-job-after-graduating-from-the-colleges,So u have not studied in any college and unemployed and saved your college fee and done 10+years of research in indian education and now you are saying nonsense allover quora about engineering. 
352,SRM-Institute-of-Science-and-Technology-1,"How does it feel to study at fraud Indian engineering colleges like LPU/VIT/SRM/Amity, clearly knowing the fact that these colleges force their students to not to gain skills by wasting their time?",9,1,9/1,Yes,Followed,2020-02-17,https://www.quora.com/How-does-it-feel-to-study-at-fraud-Indian-engineering-colleges-like-LPU-VIT-SRM-Amity-clearly-knowing-the-fact-that-these-colleges-force-their-students-to-not-to-gain-skills-by-wasting-their-time,"Hi Praveen I do not know about other colleges but I can surely share my experience till now here with LPU… So many man, so many minds.!! Well.. we have wasted alot of time at such a good University and so are other students that is why they are grabbing packages at top silicon companies, MNC’s and International opportunities too!! We learn alot here along with our studies like there are different clubs running by students itself as per their interest (Dance, sports etc), that enhance their confidence and students gain skills from there as well, Summer trainings, full-term optional / compulsory internships, ‘On-the-job’ trainings, study tours, and skill enhancement events and workshops are extensively integrated in LPU curriculum. They expose students to real work environments and provide an opportunity to apply their learning in real life situations. so they are wasting their time here as well!! .. We are studying in a University having 50+TIE-UPS WITH FOREIGN UNIVERSITIES, perfect infrastructure, high tech Imac , GOOGLE labs and learning updated industry oriented curriculum , hence again wasting time!! Students of LPU have performed at National and International levels like they participated in the national competition ‘Voice India Season-2’ .. Students of LPU won silver medal in 50m pistol event in International Shooting Sports Federation (ISSF) World Cup, represented India in 14th the Asian Games held at Indonesia, represented India in 12th Asia cup baseball won a Bronze Medal., represented India in L.G. Women's International Baseball Tournament held at South Korea and was awarded as fastest pitcher of the tournament., represented India in The 1st Baseball International Presidents cup Held at Tehran(Iran) and won a Gold Medal., won Gold Medal in national and AIU softball competitions., won Gold medals in National Powerlifting & AIIU powerlifting championships. and many more.. LPU has collaborated with top companies for providing its students with industry immersion.GOOGLE,MICROSOFT,CISCO, INTEL, TEXAS INSTRUMENTS, TECH MAHINDRA, DELL EMC, BOSCH, SAP, VMWARE,CADENCE, SAFEDUCATE, HUGHES, AUTODESK, GLASS ACADEMY, PEGA SYSTEMS, USA and many more.. Being a student of MBA- LPU, we work on live projects as it is a part of curriculum here, getting so much of exposure, LPU completely transforms the personality.. Have learned alot here and still earning.. People should THINK BIG in order to achieve success!! "
353,SRM-Institute-of-Science-and-Technology-1,How will you rate the on-campus placements for SRM University Sonepat?,4,1,4/1,Yes,Followed,2020-02-17,https://www.quora.com/How-will-you-rate-the-on-campus-placements-for-SRM-University-Sonepat,"No rating is possible for worst engineering college in India. It is filled with useless so called teachers who has no knowledge. The placement is so bad and all the information given is fake. The claim of all students placed is as fake as there are no patients of covid in India. This fake people do any lie to cheat students. I soiled all of my four years here. They teach nothing. But they college very high fees for everything. We are paying as high as 25 lakhs for BTech useless course in India. Do not believe this chor university. The chancellor was in jail for cheating students to the tune of 100 crores. Everything here is fake, fraud. "
354,SRM-Institute-of-Science-and-Technology-1,Is USICT a better option for engineering than VIT or SRM?,0,1,0/1,No,Requested,2020-02-16,https://www.quora.com/Is-USICT-a-better-option-for-engineering-than-VIT-or-SRM,"absolutely yes … look, in VIT / SRM you will get many companies , but competition is very high there as there are many students also. incase you dont land up your dream job you will get the degree in about 2.5 lacs in usit while in other cases you have to give 3 -4 lacs just for a year. Hostels are good and vfm in usit (single-occupancy) with average wifi while in chennai you will have to take an ac room. If you are from north you will face problems like accomodation/travel charges/different languages tc in VIT/SRM while no such problem in ggsipu. The campus placement is about average in USICT idk about VIT/SRM but there is very high competition there. PLUS you get to live in a metro city by stduying in USIT. "
355,SRM-Institute-of-Science-and-Technology-1,Do all of the four campuses of Anna University Chennai have lateral entry admission?,2,1,2/1,No,Followed,2020-02-15,https://www.quora.com/Do-all-of-the-four-campuses-of-Anna-University-Chennai-have-lateral-entry-admission,"Hi, Thanks for giving me a chance to answer this question. Yes, all the four-campus of Anna university give admission to later entry candidates, But the competition is very high. you need to apply and appear for counseling.Seats will be allotted to the skilled students according to Anna University Lateral Entry Cut Off Marks. You should have a really good Score within the range of 98>99.9% ( last two-semester aggregate only). Competition is very high because you will be allocated by maybe one or two seats in a college and also all the reputed Colleges will be filled up by the persons who are in the above-specified Percentages. So, if you are a person with the above-mentioned Percentage means then the chance of getting seats in any one of Anna University’s is very much possible. "
356,SRM-Institute-of-Science-and-Technology-1,How is SRM University for a B.Tech in Aerospace Engineering?,1,2,1/2,No,Followed,2020-02-15,https://www.quora.com/How-is-SRM-University-for-a-B-Tech-in-Aerospace-Engineering,"As a student studying in aerospace engineering in SRM university i would say it is one of the best places to get a bachelors in aerospace,the faculties here are very nice,most of them are from IITs and have a doctorate to their name, the campus is nice ,there are lots of teams in which you can join according to your interest ,if you have any project ideas you will be helped by staffs or by the college . SRM has many things that other colleges don’t have(in aerospace engg.) ,here we have a supersonic tunnel (which you can only find in IITs) ,a fully functional CNC lab,and more.If you have a cle Continue ReadingAs a student studying in aerospace engineering in SRM university i would say it is one of the best places to get a bachelors in aerospace,the faculties here are very nice,most of them are from IITs and have a doctorate to their name, the campus is nice ,there are lots of teams in which you can join according to your interest ,if you have any project ideas you will be helped by staffs or by the college . SRM has many things that other colleges don’t have(in aerospace engg.) ,here we have a supersonic tunnel (which you can only find in IITs) ,a fully functional CNC lab,and more.If you have a clear mind set of what you are going to do ,whats your field of interest,you are going to love this subject and the college all the best!!!! "
357,SRM-Institute-of-Science-and-Technology-1,How is SRM University for a B.Tech in Aerospace Engineering?,1,2,1/2,No,Followed,2020-02-15,https://www.quora.com/How-is-SRM-University-for-a-B-Tech-in-Aerospace-Engineering,"Aerospace is a course which requires strong fundamentals and lots of hard work. The course is contains totally different subjects compared to any other course in engineering, so there is no “better” stream. I’d suggest you to look out for facilities provided by the institute like labs and machinery. I did not mention faculty because teaching plays a very minor role for aerospace , it is more of a self-study oriented subject. You’ll have to solve a lot of problems by referring various textbooks. As per your question is concerned - Yes, SRM aerospace will be worth it. SRM is one of the best univer Continue ReadingAerospace is a course which requires strong fundamentals and lots of hard work. The course is contains totally different subjects compared to any other course in engineering, so there is no “better” stream. I’d suggest you to look out for facilities provided by the institute like labs and machinery. I did not mention faculty because teaching plays a very minor role for aerospace , it is more of a self-study oriented subject. You’ll have to solve a lot of problems by referring various textbooks. As per your question is concerned - Yes, SRM aerospace will be worth it. SRM is one of the best university of india at present and the education quality they offer is good and so is the placement. So make your decision by looking at the quality. "
358,SRM-Institute-of-Science-and-Technology-1,"What is the minimum 10th and 12th required marks that companies look for in college placements (engineering CSE dept) colleges (SRM, VIT Amrita)?",1,1,1/1,No,Followed,2020-02-15,https://www.quora.com/What-is-the-minimum-10th-and-12th-required-marks-that-companies-look-for-in-college-placements-engineering-CSE-dept-colleges-SRM-VIT-Amrita,Depends … Some companies dont keep much mark on 10th and 12th and focus on how many backlogs you have.. whle sme may keep mark of usually 60% in 12th. 
359,SRM-Institute-of-Science-and-Technology-1,How much scholarship can I get in SRM J if I got 970 marks in the AP board exams?,1,1,1/1,No,Followed,2020-02-14,https://www.quora.com/How-much-scholarship-can-I-get-in-SRM-J-if-I-got-970-marks-in-the-AP-board-exams,Board marks won’t fetch you scholarship in SRM. You need to give their entrance test and based on that you will be awarded scholarship. 
360,SRM-Institute-of-Science-and-Technology-1,How should I get a good package in SRM KTR for a CSE? What path should I follow in these 4 years?,2,1,2/1,No,Followed,2020-02-20,https://www.quora.com/How-should-I-get-a-good-package-in-SRM-KTR-for-a-CSE-What-path-should-I-follow-in-these-4-years,Getting placement in SRM is quite easy if you are from CSE or IT branch How to get good placements in SRM Institute - QAPAPER Read this blog and it will help you with your preparation 
361,SRM-Institute-of-Science-and-Technology-1,"Is it true that companies throw out the students from the job after the placement season of college (LPU, SRM, VIT, KIIT, etc.) is over for lame reasons? Is there anyone who has experienced it?",11,1,11/1,Yes,Followed,2020-02-16,https://www.quora.com/Is-it-true-that-companies-throw-out-the-students-from-the-job-after-the-placement-season-of-college-LPU-SRM-VIT-KIIT-etc-is-over-for-lame-reasons-Is-there-anyone-who-has-experienced-it,"I have not heard of this at all: either from the college placement departments, students have joined the companies or from my colleagues working in the IT companies at leading positions. If someone was thrown out, it was most possibly because of non performance or attitude issue. This is not a lame reason, no company would like to carry rotten or dead wood! "
362,SRM-Institute-of-Science-and-Technology-1,What is the procedure in SRM KTR for getting a duplicate grade card (certificate) of a semester in case there is no photocopy of the original document available?,0,2,0/2,No,Requested,2020-02-12,https://www.quora.com/What-is-the-procedure-in-SRM-KTR-for-getting-a-duplicate-grade-card-certificate-of-a-semester-in-case-there-is-no-photocopy-of-the-original-document-available,"The COE(Controller Of Examiner) office which is present on the 15th floor University Building (UB) will guide you through the procedure of obtaining the duplicate grade card,you might have to pay same fine/fee for the same which I guess needs to be in the form of a DD which you may get from the SBI bank Branch available on the 1st floor in the University Building. I guess the process should not take more than a couple of days and you might get them to mail all your grade cards onto your email id but I am not sure about this email thing.  "
363,SRM-Institute-of-Science-and-Technology-1,What is the procedure in SRM KTR for getting a duplicate grade card (certificate) of a semester in case there is no photocopy of the original document available?,0,2,0/2,No,Requested,2020-02-12,https://www.quora.com/What-is-the-procedure-in-SRM-KTR-for-getting-a-duplicate-grade-card-certificate-of-a-semester-in-case-there-is-no-photocopy-of-the-original-document-available,"Well, the only solution is to re apply for a new one which will cost something. Approach your class mentor who will redirect you to HOD who will tell you to give a formal letter. I do not know the exact process but it goes like this. Cheers:) PS: If you re apply do let me know how much it costed "
364,SRM-Institute-of-Science-and-Technology-1,Which is the best campus of SRM after the Kattankulathur campus in 2020?,1,5,1/5,No,Followed,2020-02-11,https://www.quora.com/Which-is-the-best-campus-of-SRM-after-the-Kattankulathur-campus-in-2020,"In brief, i would like to say after kattankulathur campus- which is the main campus the next best campus as per my knowledge and alumini experience is Ramapuram campus. You can contact me in person for any other info or clarifications. Thanks "
365,SRM-Institute-of-Science-and-Technology-1,Which is the best campus of SRM after the Kattankulathur campus in 2020?,1,5,1/5,No,Followed,2020-02-11,https://www.quora.com/Which-is-the-best-campus-of-SRM-after-the-Kattankulathur-campus-in-2020,"After KTR , SRM NCR campus is second best campus in terms of placements under the umbrella of SRMIST chennai One new university by SRM group i.e SRM university AP is new but a really good in terms of all kinds of opportunities if you get rank to make up to it it's good "
366,SRM-Institute-of-Science-and-Technology-1,"Is there an artificial intelligence course in SRM and VIT? If yes, which college is the best?",4,3,4/3,No,Followed,2020-02-09,https://www.quora.com/Is-there-an-artificial-intelligence-course-in-SRM-and-VIT-If-yes-which-college-is-the-best,"VIT/SRM are fraud Indian engineering college constructed by Indian education mafia who have received funds from Indian engineering students during their engineering education and engineering entrance exam preparation. All such colleges force their engineering students to not to gain industry relevant skills by not offering them these facilities. AI is a research arena of computer engineering and there are NO AI professionals in India to teach AI research to Indian AI students. If an Indian engineering college is making use of dirty tricks to for its students to not to gain the industry relevant  Continue ReadingVIT/SRM are fraud Indian engineering college constructed by Indian education mafia who have received funds from Indian engineering students during their engineering education and engineering entrance exam preparation. All such colleges force their engineering students to not to gain industry relevant skills by not offering them these facilities. AI is a research arena of computer engineering and there are NO AI professionals in India to teach AI research to Indian AI students. If an Indian engineering college is making use of dirty tricks to for its students to not to gain the industry relevant skills, how can it let its students gain skills to become a researcher, directly ???? India has never been known for any kind of computer engineering research, internationally. There is infinite demand of highly skilled AI professionals in all the developed countries of the world, even without any school or college degrees: Praveen Kumar Singh's post in Computer engg. research "
367,SRM-Institute-of-Science-and-Technology-1,"Is there an artificial intelligence course in SRM and VIT? If yes, which college is the best?",4,3,4/3,No,Followed,2020-02-09,https://www.quora.com/Is-there-an-artificial-intelligence-course-in-SRM-and-VIT-If-yes-which-college-is-the-best,"Bachelor of Technology (B. Tech) in Computing Science and Engineering with specialization in Artificial Intelligence and Machine Learning is a four-year full-time undergraduate program offered by Vellore Institute of Technology, Vellore and recognized by All India Council for Technical Education (AICTE). "
368,SRM-Institute-of-Science-and-Technology-1,What is the paid placement of SRM University or SRMIST?,0,1,0/1,No,Requested,2020-02-04,https://www.quora.com/What-is-the-paid-placement-of-SRM-University-or-SRMIST,"The placement story of SRM University is most fraudulent. They claim thousands of placement. Most of the placements are by TCS, Infosys, Wipro. These organization HR are bribed by SRM. The bribe is as high as 20,000 per candidate. So to make money the HR from these companies rush to SRM and select as many people as possible. During the aptitude test the answers are given to the students before hand. Large number of students are selected. One thing that happened to most of my classmates is they are removed from service within 3 to 6 months telling them that they are not performing. The other fraud by the university is to call large number of start ups. These organizations offer astronomical placement offers, some thing like 1 crore and 50 lakhs. The students and parents are cheated by these figures. In reality they pay not more than 10 to 15 k and after six months they are removed. I was selected at Biju. They promised 6 lakhs. I was getting 25 k per month after 12 to 14 hours of telling pure untruths to students. This is SRM IST Placement. "
369,SRM-Institute-of-Science-and-Technology-1,"What will happen to me if I join universities like SRM University, Vinayaka Mission University or Himalaya University?",1,1,1/1,No,Requested,2020-02-03,https://www.quora.com/What-will-happen-to-me-if-I-join-universities-like-SRM-University-Vinayaka-Mission-University-or-Himalaya-University,"The first one is good, the second one had no value and was derecognised and the third one will land you literally in the Himalayas! "
370,SRM-Institute-of-Science-and-Technology-1,What are the best engineering colleges in South India other than VIT and SRM?,1,1,1/1,No,Followed,2020-02-03,https://www.quora.com/What-are-the-best-engineering-colleges-in-South-India-other-than-VIT-and-SRM,"I dunno man, I hear there's this small college in Chennai called IIT Madras. It could be good Nobody knows, it's such a small college after all Jokes aside, this is a simple question that you can Google instead of asking on Quora. Here: 8 Engineering Colleges in South India apart from IIT’s "
371,SRM-Institute-of-Science-and-Technology-1,"Which college should I opt for Christ, SRM, Jain or GCEC, for BBA?",0,1,0/1,No,Requested,2020-02-01,https://www.quora.com/Which-college-should-I-opt-for-Christ-SRM-Jain-or-GCEC-for-BBA,"To my mind it no to SRM University. It will be totally worst for a student. I studied there and we are totally abused and exploited. The question papers are leaked and sold for 3000rs. There are no classes and the down graded teachers who are from Dravidian University, Vels University, Satyabhama University are all third rate self financing institution like SRM University. The masturbation of staff with the girls in the lonely places and molestation of boys is rampart in BBA dept. It is a waste of time. "
372,SRM-Institute-of-Science-and-Technology-1,"What is better, SRM CSE, BITS Pilani chemical (Pilani campus) or IIT BHU ceramic (5 year)?",3,3,3/3,No,Followed,2020-02-02,https://www.quora.com/What-is-better-SRM-CSE-BITS-Pilani-chemical-Pilani-campus-or-IIT-BHU-ceramic-5-year,BITS Pilani Campus Chemical without a second thought. IIT BHU might be another option worth considering just in case you don't want to listen to my first statement. BITS doesn't just give you degree. It makes a person out of you. Refer to my other answers about what apart from studies you learn at BITS. 
373,SRM-Institute-of-Science-and-Technology-1,"What is better, SRM CSE, BITS Pilani chemical (Pilani campus) or IIT BHU ceramic (5 year)?",3,3,3/3,No,Followed,2020-02-02,https://www.quora.com/What-is-better-SRM-CSE-BITS-Pilani-chemical-Pilani-campus-or-IIT-BHU-ceramic-5-year,If you are interested in CSE then without any single thought go for SRM. And also scopes in CSE is more than any branch. I don't know about the ceramic.  And if you don't have any branch preference then without a second thought go for BITS Pilani Chemical. ☺ 
