,id_review,rating,compound,Sentiment,pred,temp_pred,fin_pred,score
ChdDSUhNMG9nS0VJQ0FnSUNJc2VUTWdRRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUN3eDgyX2dBRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNJbnVlcjJBRRAB,The great university for drugs.,1.0,0.6249,Positive,4,2.5,2,4.2498000000000005
ChZDSUhNMG9nS0VJQ0FnSUNJcHVXNGZREAE,All over the best campus in the city,5.0,0.6369,Positive,4,4.5,5,4.2738
ChZDSUhNMG9nS0VJQ0FnSUNndjhXSk5BEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUR3M1BlM1VBEAE,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSUR3MU9ubnB3RRAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSUN3XzdpSDJRRRAB,,4.0,1.5,Positive,5,4.0,4,6.0
ChZDSUhNMG9nS0VJQ0FnSUR3M0pxbE9REAE,,4.0,1.5,Positive,5,4.0,4,6.0
ChdDSUhNMG9nS0VJQ0FnSUR3ckkycm9BRRAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSURBb3AzQnp3RRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSURnOC1ISU1REAE,,4.0,1.5,Positive,5,4.0,4,6.0
ChdDSUhNMG9nS0VJQ0FnSURBek1HeDlRRRAB,,4.0,1.5,Positive,5,4.0,4,6.0
ChZDSUhNMG9nS0VJQ0FnSUN3NFlQemVnEAE,"The only good thing about the college is nice campus and building's! Apart from it every thing is upsetting over as the college is outside the B'lore city, where in there is no proper connectivity by Bus or by Metro.Even the ola and Uber cabs won't work properly over . No local Karnataka students over and high fee with an average placements.",1.0,-0.2714,Negative,2,1.5,1,2.4572000000000003
ChZDSUhNMG9nS0VJQ0FnSURRLXFtc1pREAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNRN3JlNmd3RRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNnZ19ETEZnEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNnbk96RDhnRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUN3cGRiS1RBEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNBd3RXNkx3EAE,One of the worst college for mba in banglore .... I highly recommend to not to join this college they only charges high money from theri mba course fee is around 13 lakh... Gor just an normal mba course... And their placement records are fake not a single comlany is company is coming  for placement in this college...... Mba worst college Alliance university banglore.... Do not join this.... College....,1.0,-0.9244,Negative,1,1.0,1,1.1512
ChdDSUhNMG9nS0VJQ0FnSUNRM3ZDeTV3RRAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSUN3dXEzRzN3RRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNnc3NQWnJ3RRAB,Awesome place,5.0,0.6249,Positive,4,4.5,5,4.2498000000000005
ChdDSUhNMG9nS0VJQ0FnSURnbk12VWtBRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSURBXzRLWUlnEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNRNXJpbFh3EAE,NYC,5.0,0.0,Neutral,2,3.5,4,3.0
ChdDSUhNMG9nS0VJQ0FnSUNnMGJDOTRRRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSURnMTdQTndnRRAB,,2.0,1.5,Positive,5,2.0,2,6.0
ChdDSUhNMG9nS0VJQ0FnSUN3bVpQanBBRRAB,"A very huge and posh campus. It offers various degre courses like (MBA, BBA, B.Tech etc..) with an excellent infrastructure. I have posted some pictures, check out them.  I was in the first batch of B.Tech here. The whole experience throughout the first three years was good. But, at the final year I had to face delay in exams because of the family disputes of chancellor family.",4.0,0.0635,Positive,3,3.5,4,3.127
ChdDSUhNMG9nS0VJQ0FnSURncmJ1aTlBRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUN3a2FqY253RRAB,There are two website. One is the fake. Always fight between two brothers for chancellor post.,1.0,-0.6908,Negative,1,1.0,1,1.6184
ChdDSUhNMG9nS0VJQ0FnSURRMzduR2dBRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNRcmJMV3V3RRAB,,4.0,1.5,Positive,5,4.0,4,6.0
ChZDSUhNMG9nS0VJQ0FnSUNnc3NiTUxBEAE,Nice,3.0,0.4215,Positive,3,3.0,3,3.843
ChdDSUhNMG9nS0VJQ0FnSUNnLS1TdzBRRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNnZ2NXWmV3EAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNBamZicThRRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNBOXBPZDdRRRAB,One of the best Campus in Bangalore. Excellent infrastructure.,5.0,0.836,Positive,4,4.5,5,4.672
ChZDSUhNMG9nS0VJQ0FnSUN3eGNMQ1pBEAE,,3.0,1.5,Positive,5,3.0,3,6.0
ChZDSUhNMG9nS0VJQ0FnSUN3MnBUY0pBEAE,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSUNRNmV1dHZRRRAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSUN3NElHMGlnRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSURBc2RHeV93RRAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChZDSUhNMG9nS0VJQ0FnSURRemM2UE93EAE,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSURRa2YzYXFnRRAB,"Excellent faculty, beautiful campus.",5.0,0.8225,Positive,4,4.5,5,4.645
ChdDSUhNMG9nS0VJQ0FnSUNRa0wzYm5BRRAB,The University is located at a very beautiful place and has a scenic campus. Very well developed and maintained infrastructure also. Campus is located in outskirts and bus services up to the campus are provided. Awesome playground and canteen is big. Library is too good and has all kinds of books available. Mess for the professors and students living is provided and its huge. Management courses of Alliance University are very famous in India and offers good placement package after MBA. Classrooms have modern infrastructure with state of the art technology. A must for any one who cracks CAT and gets admission.,5.0,0.9459,Positive,4,4.5,5,4.8918
ChZDSUhNMG9nS0VJQ0FnSURBbjhyZEdREAE,,4.0,1.5,Positive,5,4.0,4,6.0
ChZDSUhNMG9nS0VJQ0FnSURRdVpPckx3EAE,Mst,5.0,0.0,Neutral,2,3.5,4,3.0
ChdDSUhNMG9nS0VJQ0FnSURBeHA2OXFnRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNnbHBhSzZ3RRAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSURBbDg3WXlBRRAB,A GREAT UNIVERSITY TO STUDY,4.0,0.6249,Positive,4,4.0,4,4.2498000000000005
ChZDSUhNMG9nS0VJQ0FnSURnNkpieVpBEAE,a union or association formed for mutual benefit,1.0,0.4588,Positive,3,2.0,2,3.9176
ChdDSUhNMG9nS0VJQ0FnSUNRcmYyTmp3RRAB,,4.0,1.5,Positive,5,4.0,4,6.0
ChZDSUhNMG9nS0VJQ0FnSURRdXRMUURnEAE,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSUN3OWVidTRnRRAB,Nice university,5.0,0.4215,Positive,3,4.0,4,3.843
ChdDSUhNMG9nS0VJQ0FnSURnOFBIOG9RRRAB,"I don't even feel like rating this University even 1 star. I had taken admission here last year for law. But, it was a disaster. They make you believe that there is no problem but, then the commencement dates are postponed which is a never ending process. They make you pay the entire fee and there is no security of college getting started.If you are willing to stay in the hostel again,there is no security of where will you live. I asked them for the complete refund of my money because they were fraud. Upon this they don't reply promptly. Do not go here. It will become a disaster.",1.0,-0.9752,Negative,1,1.0,1,1.0496
ChZDSUhNMG9nS0VJQ0FnSUNBNlBiNUhnEAE,"this university is a fraud,think twice to get admission here. please be careful while taking admission. As many disputes within the university are happening here. don't play with your future in this university.",1.0,-0.0608,Negative,2,1.5,1,2.8784
ChdDSUhNMG9nS0VJQ0FnSURRajZLdF93RRAB,,4.0,1.5,Positive,5,4.0,4,6.0
ChZDSUhNMG9nS0VJQ0FnSUN3aDZxVVlREAE,,4.0,1.5,Positive,5,4.0,4,6.0
ChZDSUhNMG9nS0VJQ0FnSURBa0llc0hBEAE,Best college,4.0,0.6369,Positive,4,4.0,4,4.2738
ChdDSUhNMG9nS0VJQ0FnSUNBdDlUMmlBRRAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSUNnLWE3Z2xnRRAB,Always fight between both brothers for chancellor post and every 6 mnths management changes and its very difficult to get adjust with lecturers,2.0,-0.659,Negative,1,1.5,1,1.682
ChZDSUhNMG9nS0VJQ0FnSUN3LW9mUmNnEAE,University is good But sudhir management is not good,5.0,-0.2867,Negative,2,3.5,4,2.4266
ChdDSUhNMG9nS0VJQ0FnSUN3Ny1mYmpnRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSURRM0k3ZGd3RRAB,,4.0,1.5,Positive,5,4.0,4,6.0
ChdDSUhNMG9nS0VJQ0FnSUNnaW8tVTJ3RRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNRMUpIbVdBEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSURBNHNpNW13RRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNRcTh5N3lnRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSURndlAzaTJnRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNnblBiT3ZRRRAB,Great campus,5.0,0.6249,Positive,4,4.5,5,4.2498000000000005
ChZDSUhNMG9nS0VJQ0FnSUNnMVlhVEhREAE,Best university,5.0,0.6369,Positive,4,4.5,5,4.2738
ChZDSUhNMG9nS0VJQ0FnSURRc2RMWUFnEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNnOU9XcXdBRRAB,I wish if there is a negative marking i can given to this University. Most unethical vendor i ever had. For past 1 years i am behind them for my payment for the services from our company.  Will never get associate with them anymore.,1.0,-0.6801,Negative,1,1.0,1,1.6398
ChdDSUhNMG9nS0VJQ0FnSURnZ1pfS3VnRRAB,"I finished my MBA from Alliance university and loved every day spent at the university. It gave me an entrepreneurial mind set and today I run my own startup and am chasing my dreams. I have come across few of the finest faculties with a lot of industry experience and knowledge, giving you insights about their experiences.  I loved the library, which is considered to be one of the best across universities. If self learning is a part of your life you have a lot to do with at the university.",5.0,0.9524,Positive,4,4.5,5,4.9048
ChZDSUhNMG9nS0VJQ0FnSUNRX3E2RU13EAE,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSURBczRMLTNnRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNndGVEdHRBRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSURBN3NtQW9nRRAB,"What to destroy your future, come to alliance University",2.0,-0.5423,Negative,1,1.5,1,1.9154
ChdDSUhNMG9nS0VJQ0FnSUNReHVDdzBRRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNncWJyYW5RRRAB,"Happiest moment is to live, experiance, expose and grow both your professional and personal life. with the help of great and large number of well experianced and enthusiased faculty u attain the indepth knowledge of the subjects. apart from that u get a chance to visit other universities for semester exchange. The atmosphere in here will help you in team learning. Well not just that, the Career and Network Cell will help you get placed in your dream company.",5.0,0.9694,Positive,4,4.5,5,4.9388000000000005
ChdDSUhNMG9nS0VJQ0FnSUNncU9ubjZnRRAB,"Was an awesome University till 2014 but due to fight between owners the university is degrading but hope the condition improve. It's super awesome to be in . It's like a fantastic park or resort. Very green n natural. U can find MBA, Law, BBM BBA n Engineering course here.",3.0,0.9787,Positive,4,3.5,4,4.9574
ChZDSUhNMG9nS0VJQ0FnSURRaU1XMFV3EAE,"A great university to be a part of!!!.. I personally recommend the MBA course at Alliance School of Business, as they have the best set of faculty   . The placements were up to my expectations and the CAN team in particular is phenomenal in terms of training. Alliance is a place where your dreams can take wings.",4.0,0.9369,Positive,4,4.0,4,4.8738
ChZDSUhNMG9nS0VJQ0FnSUNBcUkzd2J3EAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNRMVBLbHh3RRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSURRNE83ODZ3RRAB,"I felt home and comfortable with the platform provided by the college. The academic structure and the support from the student services motivated me to participate in all the activities like guest lectures, seminars, sports events, cultural events, etc. The robust environment here, in which I am possessed by the knowledge and ethical values allowed me to blend in the necessities and requirements by the industry. Alliance not only provides you quality education, it also makes you corporate ready"".",5.0,0.9657,Positive,4,4.5,5,4.9314
ChdDSUhNMG9nS0VJQ0FnSURneUpyUDRRRRAB,highly experienced faculties in the university are coming up with lots of practical activities like real time case studies & career based verification etc..,5.0,0.3612,Positive,3,4.0,4,3.7224
ChZDSUhNMG9nS0VJQ0FnSUNBbk9PdFd3EAE,"Alliance University, nice place to be a student. Academically competent team of faculty & offers blend of facilities. World class infrastructure, A beautiful campus with lush greenary.",5.0,0.8402,Positive,4,4.5,5,4.6804
ChdDSUhNMG9nS0VJQ0FnSUNBNC1USzZnRRAB,Really good University for those who have capabilities to do something big.. World class infrastructure & lush green campus..!,5.0,0.54,Positive,4,4.5,5,4.08
ChdDSUhNMG9nS0VJQ0FnSURRcU42c21RRRAB,"Really a great university to study with. Helped me in devoloping my skills n abilities, making me corporate ready.",5.0,0.835,Positive,4,4.5,5,4.67
ChZDSUhNMG9nS0VJQ0FnSUNBa09TZ1d3EAE,"One of the best and prestigious university,it have world class infrastructure and well qualified faculties ,also the campus is very green and eco-friendly .",5.0,0.743,Positive,4,4.5,5,4.486
ChdDSUhNMG9nS0VJQ0FnSURBa2NpdXRBRRAB,It's a good University  The teachers teaching here are well experienced and they will teach the subject practically,5.0,0.6124,Positive,4,4.5,5,4.2248
ChZDSUhNMG9nS0VJQ0FnSUN3Nk9hSUl3EAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUN3MElyM1JnEAE,A Beautiful campus located in the outskirts of Bengaluru.,4.0,0.5994,Positive,4,4.0,4,4.1988
ChdDSUhNMG9nS0VJQ0FnSURRcHVieGd3RRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSURneUpLeUNnEAE,"This is a fraud University. There are two website. One is the fraud. Please, be careful fake website. Don't pay fee online transaction by ATM or bank (RTGS).",1.0,-0.8178,Negative,1,1.0,1,1.3644
ChdDSUhNMG9nS0VJQ0FnSUNnd1pYamdnRRAB,"Better being away from this University. I Got trapped in the fight between Both the brothers possessing to be the owner's of university. i paid 1,40,000 for the B-Tech Course and 25,000 for the registration. Now being denied for the admission and told that Money was being paid to 3rd party even despite Paying inside the central campus of the university. Having proper receipts of the payment and the provisional letter.   It's time for the University to Be Closed down. Playing with Students life. i hope i could Rate the university ""Zero"" .",1.0,0.1027,Positive,3,2.0,2,3.2054
ChdDSUhNMG9nS0VJQ0FnSUNRMC1LVm5RRRAB,,4.0,1.5,Positive,5,4.0,4,6.0
ChZDSUhNMG9nS0VJQ0FnSUNROWRDNUVREAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNnczZycmpBRRAB,Place for learning in excellence for business studies. I must say it is a very bad experience for engineering guys.however this university started engineering course in 2012. It will need some improvements. For LLB and other duel degree portions you can opt for it with the sound research over your subject. Almost 30 kms away from the main city. Near the border of tamil nadu.so expect a country side feeling.,4.0,0.4779,Positive,3,3.5,4,3.9558
ChdDSUhNMG9nS0VJQ0FnSUNnanJENjRRRRAB,"I was shocked to learn the pathetic situation of B Tech students who were supposed to 'Pass out ' last year.  The in fight in the management is in such a nasty stage that you can't imagine that such iincincidents are happening right in a southern state .  Whatever it may be their internal issue, they shouldn't play with the future of students precious years to set scores against fighting business partners.",1.0,-0.9008,Negative,1,1.0,1,1.1984
ChZDSUhNMG9nS0VJQ0FnSUNnNzY3UFpREAE,,1.0,1.5,Positive,5,1.0,1,6.0
ChZDSUhNMG9nS0VJQ0FnSURnMXRUd1RnEAE,"Ugly experiance with alliance, being student there. Always dispute between brothers, other staff also not well qualified.",1.0,-0.7791,Negative,1,1.0,1,1.4418
ChZDSUhNMG9nS0VJQ0FnSUN3aC1IRExBEAE,,1.0,1.5,Positive,5,1.0,1,6.0
ChZDSUhNMG9nS0VJQ0FnSUNneDlHalpREAE,Interesting place for students,4.0,0.4019,Positive,3,3.5,4,3.8038
ChdDSUhNMG9nS0VJQ0FnSUNnei1ySDZnRRAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSURRMl9tam5BRRAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSURRdk5QOHpRRRAB,Very good study,5.0,0.4927,Positive,3,4.0,4,3.9854000000000003
ChZDSUhNMG9nS0VJQ0FnSUNncXZ1V1VREAE,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSUNBNWFIaXRnRRAB,"I registered for EPGDM course with alliance and the way they promote to sell their seat ,u will be fooled to register there.end of the day when orientation begins you will still get calls for the same batch course and u will find a bulk of slaughter goats who wud afford to pay such amount with all post dated checques signed in their hands.finally when you think the course actually started ,they will make mess with the management and each brother will fight for the university with no proper response landing up in course termination and no refund of that amount.despite sending so many mails we get some automated response with no solution and our classes were suspended not knowing wat is the authenticity of this university.wasted my time and same with my batch mates.",1.0,-0.9179,Negative,1,1.0,1,1.1642
ChZDSUhNMG9nS0VJQ0FnSUN3M2V2SUlnEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUN3bXJLb2ZREAE,,4.0,1.5,Positive,5,4.0,4,6.0
ChdDSUhNMG9nS0VJQ0FnSUNBcWZQWDB3RRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSURBOVBicU93EAE,,1.0,1.5,Positive,5,1.0,1,6.0
ChZDSUhNMG9nS0VJQ0FnSURBbDg3WE53EAE,,1.0,1.5,Positive,5,1.0,1,6.0
ChZDSUhNMG9nS0VJQ0FnSURBNWMySkdBEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNBMElTRE5REAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNRanRqZll3EAE,,1.0,1.5,Positive,5,1.0,1,6.0
ChZDSUhNMG9nS0VJQ0FnSURRXy1fRFRREAE,,3.0,1.5,Positive,5,3.0,3,6.0
ChdDSUhNMG9nS0VJQ0FnSUNRLWNIbzBRRRAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSUNnOVlXYnN3RRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNRcXBMcDR3RRAB,,3.0,1.5,Positive,5,3.0,3,6.0
ChZDSUhNMG9nS0VJQ0FnSUNnbXZDZkp3EAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNRbEtlX3d3RRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUN3OGNhYU5REAE,,1.0,1.5,Positive,5,1.0,1,6.0
ChZDSUhNMG9nS0VJQ0FnSURnd3QtaEFREAE,,2.0,1.5,Positive,5,2.0,2,6.0
ChdDSUhNMG9nS0VJQ0FnSURBMGZ1aHpRRRAB,,4.0,1.5,Positive,5,4.0,4,6.0
ChZDSUhNMG9nS0VJQ0FnSUNRNDZfbUdnEAE,(Translated by Google) Alliance University claimant's (head) family quarrel has been filed in the courthouse and costs millions of rupees to get education  (Original) ಆಲಯನ್ಸ್ ವಿಶ್ವವಿದ್ಯಾಲಯದ ವಾರಸುದಾರರಾಗಲೂ(ಮುಖ್ಯಸ್ಥ) ಕುಟುಂಬ ಕಲಹ ಇದ್ದು ನ್ಯಾಯಲಯದಲ್ಲಿ ಕೇಸು ದಾಖಲಾಗಿದೆ ಹಾಗೂ ಇಲ್ಲಿ ಶಿಕ್ಷಣ ಪಡೆಯಲು ಲಕ್ಷಾಂತರ ರೂಪಾಯಿ ಖರ್ಚು ಮಾಡಬೇಕಾಗುತ್ತದೆ,2.0,0.3182,Positive,3,2.5,2,3.6364
ChZDSUhNMG9nS0VJQ0FnSURnakxEeUN3EAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSURBdkt6TWFBEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSURBOThENW5BRRAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSUNnMkpLZXFnRRAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSUN3MmFPWXlnRRAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSUNBanVPZHdRRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNRemFmT05BEAE,,2.0,1.5,Positive,5,2.0,2,6.0
ChZDSUhNMG9nS0VJQ0FnSUNReU9qWU9nEAE,Stop calling me. I've told you multiple times i'm not a prospect.,1.0,-0.4745,Negative,2,1.5,1,2.051
ChZDSUhNMG9nS0VJQ0FnSURBb2RlWWFnEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNRellLM0N3EAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUN3Zy15U1RBEAE,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSURRNkl6ajJRRRAB,"This is a fraud university and as per my view. Myself Aditi Sharma (18/06/1999) from Delhi was made an admission in B.Tech CS in 2016 nd my father was deposited fee & hostel fee around 175000/- in the month of Dec,15 nd Jan,16. I withdrawn my admission from this university but yet now they not refund a single rupee of my father hard earned money after several correspondence of my father Sunil Kumar. My father is really disappointed this university as per his opinion the management of this university are worse than worst. Aditi Sharma",1.0,-0.9606,Negative,1,1.0,1,1.0788
ChdDSUhNMG9nS0VJQ0FnSUNRbVl1WHdnRRAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChdDSUhNMG9nS0VJQ0FnSUNBd1pDb2p3RRAB,Idiots from this university calls working professionals for par-time courses. Those idiots who call don't have any talking etiquette. Worse than people calling for credit cards!!!,1.0,-0.3348,Negative,2,1.5,1,2.3304
ChdDSUhNMG9nS0VJQ0FnSUNBMk9idW93RRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSURBc0pPZDRnRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNRc1pfcUhREAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSURnMjZhSkdBEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUN3b2EzTjBRRRAB,Alliance university  is very good university  for business  lot of people  from north india and and abroad coming to alliance  for the business  management  course.  Hear puc Nd Btech  is also available,5.0,0.4927,Positive,3,4.0,4,3.9854000000000003
ChZDSUhNMG9nS0VJQ0FnSUN3bE5HdklnEAE,,4.0,1.5,Positive,5,4.0,4,6.0
ChZDSUhNMG9nS0VJQ0FnSUN3dDdLQ0F3EAE,One of the best university in Bangalore,5.0,0.6369,Positive,4,4.5,5,4.2738
ChdDSUhNMG9nS0VJQ0FnSUNndzZycHNRRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSURRamZ2NXd3RRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNncnZhYzBRRRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUNnN2Q2eXdnRRAB,"a place where u can ruin ur own career...management is worst. they involve students in their personal activities as the whole world knows about the stupid chancellors issue. waste of money, time, life and the staff is not qualified enough .ask them to show their designations infront of u...university makes all fake promises and all the gundas are present in the university. dont be impressed by infrastructure. Engineering block is utter waste where classes are held. dont want to give  1 star also but had to give for posting",1.0,-0.9039,Negative,1,1.0,1,1.1922
ChdDSUhNMG9nS0VJQ0FnSURBbnZhcmp3RRAB,,1.0,1.5,Positive,5,1.0,1,6.0
ChZDSUhNMG9nS0VJQ0FnSUNnLUlfLUlREAE,This is the best place to ruin one's future. Do not be flattered by the infrastructure . Waste of time and money.,1.0,-0.555,Negative,1,1.0,1,1.89
ChZDSUhNMG9nS0VJQ0FnSURBaXZQYVR3EAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSURRa3FxQWRnEAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSURBeEpMOHB3RRAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSUN3cmVmMTRRRRAB,A total mess They gave fake admission  Played with the feelings of parents and children  Just don't know what I will be doing,1.0,-0.5413,Negative,1,1.0,1,1.9174
ChdDSUhNMG9nS0VJQ0FnSUN3X3J1WXdBRRAB,,4.0,1.5,Positive,5,4.0,4,6.0
ChZDSUhNMG9nS0VJQ0FnSUNRbGR1MWVREAE,,5.0,1.5,Positive,5,5.0,5,6.0
ChdDSUhNMG9nS0VJQ0FnSURBbUtxeXNRRRAB,"The worst college they conduct class whenever they want to ,the family feud for property is spoiling their reputation . The teaching faculty is absurd, teachers leaving because the management don't pay them properly, it's absolute ruckus down there . Ask students who are studying there they will give you a better outlook .",1.0,-0.4596,Negative,2,1.5,1,2.0808
ChRDSUhNMG9nS0VJQ0FnSUNRNG9kcxAB,,5.0,1.5,Positive,5,5.0,5,6.0
ChZDSUhNMG9nS0VJQ0FnSUNBZ3RtbWZ3EAE,,4.0,1.5,Positive,5,4.0,4,6.0
ChZDSUhNMG9nS0VJQ0FnSURRck1QREd3EAE,Awesome college,5.0,0.6249,Positive,4,4.5,5,4.2498000000000005
ChZDSUhNMG9nS0VJQ0FnSURnaHQtN2VBEAE,,1.0,1.5,Positive,5,1.0,1,6.0
